PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,SUMBER_AIR_MINUM,SANITASI,TERLALU_MUDA,TERLALU_TUA,TERLALU_DEKAT,TERLALU_BANYAK,KB_MODERN,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,598,419,153,,,,0,90,11,86,14,182,178,2,1,1,1,20,0,20,0,19,0,19,0,78,0,78,0,APRIL,
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,307,221,98,,,,6,63,7,41,3,88,69,1,0,1,0,18,0,18,0,17,0,17,0,72,0,72,0,APRIL,
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,254,189,145,,,,23,134,20,31,7,106,78,1,0,1,0,21,0,21,0,20,0,20,0,35,0,35,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,265,167,33,,,,5,8,2,42,9,83,52,1,2,-1,2,7,0,7,0,7,0,7,0,29,0,29,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,268,169,81,,,,15,48,5,39,3,81,64,0,0,0,0,11,0,11,0,11,0,11,0,46,0,46,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,470,322,172,,,,6,86,9,73,4,153,167,1,0,1,0,29,0,29,0,28,0,28,0,53,0,53,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,343,207,74,,,,1,41,3,46,4,98,69,1,0,1,0,16,0,16,0,16,0,16,0,50,0,50,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,394,210,56,,,,5,28,2,41,6,81,65,1,3,-2,3,7,0,7,0,7,0,7,0,47,0,47,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,244,168,84,,,,9,64,8,31,9,89,55,1,0,1,0,10,0,10,0,10,0,10,0,72,0,72,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,290,188,90,,,,2,63,3,33,9,83,70,1,0,1,0,10,0,10,0,10,0,10,0,75,0,75,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,629,394,157,,,,18,102,3,67,9,182,110,1,0,1,0,25,0,25,0,24,0,24,0,81,0,81,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,934,673,377,,,,3,278,35,122,11,273,296,1,2,-1,2,54,0,54,0,52,0,52,0,152,0,152,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,267,168,41,,,,2,21,2,33,3,60,55,0,1,-1,1,12,0,12,0,12,0,12,0,46,5,41,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,537,295,79,,,,1,17,3,78,7,113,116,1,1,0,1,13,0,13,0,13,0,13,0,61,0,61,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,284,172,47,,,,0,15,4,35,4,88,60,1,0,1,0,10,0,10,0,10,0,10,0,40,0,40,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,241,141,67,,,,39,18,2,20,3,52,70,0,1,-1,1,13,0,13,0,13,0,13,0,32,3,29,1,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,469,248,69,,,,1,16,0,72,3,108,112,1,1,0,1,22,0,22,0,21,0,21,0,63,0,63,0,APRIL,
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,663,348,147,,,,6,52,6,77,8,150,210,1,0,1,0,23,0,23,0,22,0,22,0,65,0,65,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,428,231,214,,,,1,203,3,60,9,113,134,1,1,0,1,22,0,22,0,21,0,21,0,44,0,44,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,218,129,26,,,,0,2,2,21,2,50,58,1,0,1,0,5,0,5,0,5,0,5,0,28,0,28,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,386,245,82,,,,1,6,4,51,9,132,131,1,0,1,0,9,0,9,0,9,0,9,0,51,0,51,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,332,189,65,,,,4,37,8,53,4,76,65,1,0,1,0,10,0,10,0,10,0,10,0,42,0,42,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,201,136,66,,,,1,2,7,25,6,61,102,1,0,1,0,8,0,8,0,8,0,8,0,28,0,28,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,221,156,68,,,,8,52,4,32,4,87,42,1,0,1,0,12,0,12,0,12,0,12,0,48,0,48,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,583,289,123,,,,6,29,0,65,4,129,184,2,0,2,0,7,0,7,0,7,0,7,0,54,0,54,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,1196,671,154,,,,4,61,6,139,19,305,237,4,1,3,0,39,0,39,0,38,0,38,0,123,0,123,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,459,245,102,,,,0,26,3,70,9,134,140,2,1,1,1,17,0,17,0,17,0,17,0,36,0,36,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,146,96,68,,,,0,57,1,26,0,51,51,1,0,1,0,10,0,10,0,10,0,10,0,8,0,8,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,195,119,27,,,,0,9,6,25,2,55,41,1,1,0,1,8,0,8,0,8,0,8,0,43,0,43,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,211,120,77,,,,0,64,4,27,3,53,51,1,0,1,0,10,0,10,0,10,0,10,0,36,0,36,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,265,142,134,,,,5,126,0,36,8,68,64,1,0,1,0,6,0,6,0,6,0,6,0,14,0,14,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,540,365,174,,,,2,68,16,70,13,153,252,2,0,2,0,33,0,33,0,32,0,32,0,118,0,118,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,469,304,87,,,,8,10,4,69,5,133,128,2,1,1,1,16,0,16,0,16,0,16,0,77,0,77,0,APRIL,
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,463,262,64,,,,0,3,4,61,3,131,122,2,1,1,1,15,0,15,0,15,0,15,0,58,0,58,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,483,306,268,,,,117,257,20,64,3,119,130,1,0,1,0,18,4,14,4,17,0,17,0,37,0,37,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,366,252,170,,,,123,85,7,57,7,119,71,1,0,1,0,5,8,-3,8,5,0,5,0,36,3,33,1,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,398,217,81,,,,28,31,3,50,8,99,71,1,0,1,0,21,3,18,0,20,0,20,0,49,2,47,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,531,325,178,,,,73,120,5,96,8,132,85,1,0,1,0,12,4,8,4,12,0,12,0,64,1,63,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,606,345,200,,,,8,145,10,93,11,130,163,1,2,-1,2,25,0,25,0,24,0,24,0,73,0,73,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,531,325,244,,,,8,226,9,72,8,126,98,1,0,1,0,24,0,24,0,23,0,23,0,73,7,66,0,APRIL,
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,523,290,114,,,,36,61,0,89,7,131,105,1,0,1,0,6,0,6,0,6,0,6,0,51,3,48,2,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,252,151,68,,,,11,10,2,32,2,78,92,1,0,1,0,9,0,9,0,9,0,9,0,22,0,22,0,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,864,580,319,,,,45,199,8,113,13,319,273,3,0,3,0,46,0,46,0,45,0,45,0,59,0,59,0,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,291,168,67,,,,12,30,1,31,3,85,64,1,0,1,0,13,0,13,0,13,0,13,0,20,0,20,0,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,281,159,55,,,,6,29,1,39,10,75,64,1,4,-3,4,4,9,-5,9,4,0,4,0,32,2,30,2,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,213,142,59,,,,11,31,1,34,5,79,42,1,2,-1,2,6,0,6,0,6,0,6,0,39,0,39,0,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,237,146,52,,,,3,36,5,35,3,70,49,1,0,1,0,8,0,8,0,8,0,8,0,40,0,40,0,APRIL,
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,283,165,52,,,,10,29,1,35,6,82,45,1,0,1,0,7,0,7,0,7,0,7,0,29,0,29,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,356,253,132,,,,42,83,3,56,1,84,74,1,2,-1,2,24,12,12,12,23,0,23,0,28,5,23,4,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,355,237,143,,,,62,124,10,56,3,60,112,1,0,1,0,9,0,9,0,9,0,9,0,14,0,14,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,250,158,81,,,,4,68,2,29,2,70,67,1,0,1,0,10,0,10,0,10,0,10,0,9,0,9,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,367,229,63,,,,20,38,6,55,5,91,68,1,1,0,0,8,0,8,0,8,0,8,0,30,8,22,6,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,282,186,84,,,,35,41,7,51,2,94,67,1,0,1,0,9,0,9,0,9,0,9,0,24,0,24,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,269,169,17,,,,0,10,2,32,5,64,21,1,1,0,1,7,1,6,1,7,0,7,0,23,4,19,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,365,221,99,,,,36,54,2,65,0,77,78,1,1,0,0,9,0,9,0,9,0,9,0,19,0,19,0,APRIL,
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,337,250,167,,,,39,129,9,63,2,89,106,1,0,1,0,9,10,-1,10,9,0,9,0,32,1,31,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,242,152,76,,,,17,60,0,38,2,70,40,0,0,0,0,2,0,2,0,2,0,2,0,28,1,27,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,70,67,26,,,,18,5,1,13,1,28,22,1,0,1,0,9,0,9,0,9,0,9,0,15,2,13,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,172,119,50,,,,9,16,1,28,1,35,71,0,0,0,0,5,2,3,0,5,0,5,0,16,4,12,2,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,BARURU,201,123,82,,,,0,77,6,18,2,38,39,1,0,1,0,0,0,0,0,0,0,0,0,21,0,21,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,80,47,24,,,,22,3,1,10,0,21,10,0,0,0,0,5,0,5,0,5,0,5,0,8,0,8,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,KALABE,138,94,64,,,,62,64,1,17,0,43,19,1,0,1,0,2,4,-2,1,2,0,2,0,14,2,12,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,71,63,41,,,,31,36,2,16,1,31,29,0,0,0,0,12,0,12,0,12,0,12,0,18,2,16,1,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,163,100,24,,,,3,7,3,25,0,33,32,1,0,1,0,5,0,5,0,5,0,5,0,16,0,16,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,78,54,20,,,,7,6,0,7,0,24,24,0,1,-1,1,2,1,1,0,2,0,2,0,6,1,5,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,101,63,35,,,,26,5,1,20,0,26,27,0,0,0,0,3,1,2,1,3,0,3,0,8,1,7,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,150,107,51,,,,46,7,3,23,3,59,40,1,0,1,0,9,8,1,0,9,0,9,0,20,0,20,0,APRIL,
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,210,149,80,,,,60,51,2,31,5,59,55,1,1,0,1,12,2,10,0,12,0,12,0,31,8,23,1,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BALLA,329,218,39,,,,17,11,0,42,1,55,44,1,0,1,0,3,0,3,0,3,0,3,0,26,3,23,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,236,127,62,,,,9,47,2,21,0,28,34,1,0,1,0,2,0,2,0,2,0,2,0,11,0,11,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,334,192,70,,,,2,58,3,37,1,45,37,1,1,0,1,12,3,9,1,12,0,12,0,32,0,32,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,75,49,43,,,,1,43,2,5,0,12,6,1,0,1,0,6,1,5,0,6,0,6,0,2,4,-2,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,280,142,106,,,,2,100,6,29,0,36,32,0,0,0,0,1,0,1,0,1,0,1,0,21,0,21,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,160,89,17,,,,0,9,1,10,0,20,34,1,0,1,0,1,0,1,0,1,0,1,0,5,0,5,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,PIDARA,152,88,55,,,,10,52,3,11,0,17,19,1,0,1,0,2,0,2,0,2,0,2,0,12,0,12,0,APRIL,
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,335,196,117,,,,73,58,1,48,1,62,26,1,0,1,0,5,0,5,0,5,0,5,0,15,0,15,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,119,65,61,,,,21,61,0,2,0,12,8,0,0,0,0,7,2,5,2,7,0,7,0,0,4,-4,4,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,333,191,101,,,,50,69,4,29,2,66,29,1,0,1,0,5,0,5,0,5,0,5,0,41,0,41,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,194,103,93,,,,0,90,0,19,1,28,41,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,193,124,17,,,,0,17,0,21,1,37,3,0,0,0,0,1,0,1,0,1,0,1,0,26,0,26,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,120,65,10,,,,1,3,1,15,0,17,15,1,0,1,0,6,0,6,0,6,0,6,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,390,211,138,,,,0,132,2,17,1,43,55,0,0,0,0,7,3,4,3,7,0,7,0,41,1,40,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,123,53,52,,,,0,52,0,6,0,21,10,1,0,1,0,3,3,0,3,3,0,3,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,108,63,3,,,,1,0,0,12,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,85,37,29,,,,0,29,0,6,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,228,160,9,,,,0,9,0,22,1,70,2,0,0,0,0,10,2,8,0,10,1,9,1,17,0,17,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,131,81,36,,,,0,31,1,20,0,32,16,1,0,1,0,5,1,4,1,5,0,5,0,0,1,-1,1,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,145,59,38,,,,6,23,0,13,0,17,22,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,190,98,13,,,,1,9,0,17,0,33,15,0,0,0,0,4,2,2,2,4,0,4,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,266,157,48,,,,4,12,4,31,0,39,94,1,0,1,0,3,0,3,0,3,0,3,0,15,0,15,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,83,41,0,,,,0,0,0,3,0,10,12,0,0,0,0,2,3,-1,3,2,0,2,0,5,1,4,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,93,46,35,,,,26,34,0,9,0,20,6,0,0,0,0,2,0,2,0,2,0,2,0,0,1,-1,1,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,102,61,44,,,,9,43,2,9,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,109,68,13,,,,0,2,2,7,1,17,21,0,0,0,0,6,0,6,0,6,0,6,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,181,107,104,,,,2,104,1,18,6,43,31,1,0,1,0,6,0,6,0,6,0,6,0,24,0,24,0,APRIL,
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,151,78,36,,,,17,30,1,7,0,24,9,1,0,1,0,0,1,-1,1,0,0,0,0,5,0,5,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,172,115,90,,,,66,51,2,14,1,46,38,1,0,1,0,5,0,5,0,5,0,5,0,21,5,16,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,254,153,60,,,,30,31,1,33,0,63,33,1,0,1,0,8,6,2,6,8,0,8,0,17,6,11,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,142,96,8,,,,2,0,3,24,1,18,22,0,0,0,0,6,5,1,5,6,0,6,0,12,4,8,1,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,122,76,76,,,,58,76,1,14,3,38,37,0,0,0,0,10,7,3,7,10,0,10,0,23,0,23,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,200,147,118,,,,35,81,6,33,9,68,40,1,1,0,1,13,6,7,0,13,0,13,0,63,8,55,1,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,292,167,95,,,,8,91,2,29,2,66,31,1,0,1,0,8,0,8,0,8,0,8,0,33,2,31,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,109,78,37,,,,38,1,0,14,1,34,16,0,0,0,0,4,8,-4,8,4,0,4,0,16,2,14,1,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,138,43,40,,,,39,2,0,11,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,157,87,59,,,,56,12,0,16,2,23,21,0,0,0,0,2,1,1,1,2,0,2,0,8,2,6,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,126,77,8,,,,5,3,2,10,0,14,28,0,0,0,0,5,0,5,0,5,0,5,0,8,0,8,0,APRIL,
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,115,56,56,,,,56,1,0,8,0,20,5,0,0,0,0,4,0,4,0,4,0,4,0,0,2,-2,1,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,346,211,145,,,,3,137,0,57,3,77,74,1,0,1,0,6,0,6,0,6,0,6,0,3,0,3,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,261,175,93,,,,2,87,2,49,0,62,32,1,0,1,0,1,0,1,0,1,0,1,0,9,0,9,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,702,397,180,,,,75,61,2,96,3,123,183,2,0,2,0,14,0,14,0,14,0,14,0,38,0,38,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,592,374,176,,,,45,149,3,76,5,158,69,3,0,3,0,16,0,16,0,16,0,16,0,50,0,50,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,205,118,28,,,,4,19,0,31,0,41,21,1,0,1,0,4,0,4,0,4,0,4,0,10,0,10,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,746,433,178,,,,1,137,1,115,6,152,138,4,0,4,0,11,0,11,0,11,0,11,0,25,0,25,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,283,183,99,,,,20,85,2,34,0,42,50,1,0,1,0,5,0,5,0,5,0,5,0,34,0,34,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,979,596,240,,,,119,135,4,170,4,203,198,3,0,3,0,11,1,10,1,11,0,11,0,78,0,78,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,139,84,65,,,,40,41,2,28,0,13,19,1,0,1,0,1,4,-3,4,1,0,1,0,0,4,-4,1,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,485,311,44,,,,4,39,0,73,3,107,40,2,0,2,0,4,2,2,2,4,0,4,0,45,0,45,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,498,343,267,,,,31,261,9,75,3,111,52,2,0,2,0,13,0,13,0,13,0,13,0,56,0,56,0,APRIL,
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,591,347,58,,,,5,47,1,81,4,115,59,2,0,2,0,13,0,13,0,13,0,13,0,42,0,42,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,86,50,48,,,,0,48,0,8,1,21,26,0,1,-1,1,5,0,5,0,5,0,5,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,69,36,36,,,,5,36,0,7,0,11,23,0,0,0,0,1,3,-2,0,1,0,1,0,0,4,-4,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,389,200,70,,,,3,0,1,44,2,81,124,2,0,2,0,3,2,1,0,3,0,3,0,23,0,23,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,95,59,59,,,,59,29,1,8,0,32,20,0,0,0,0,2,1,1,1,2,0,2,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,146,100,86,,,,44,51,4,23,4,40,30,0,0,0,0,5,0,5,0,5,0,5,0,22,0,22,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,128,82,80,,,,79,12,0,15,0,40,70,0,0,0,0,3,0,3,0,3,0,3,0,0,7,-7,2,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,56,43,7,,,,2,2,1,9,0,26,6,1,0,1,0,1,1,0,1,1,0,1,0,7,0,7,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,117,80,76,,,,61,39,0,14,0,38,45,1,0,1,0,3,0,3,0,3,0,3,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,214,133,25,,,,6,4,0,36,4,68,41,1,0,1,0,10,0,10,0,10,1,9,0,2,0,2,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,266,195,103,,,,69,15,1,36,0,96,70,1,0,1,0,11,5,6,5,11,0,11,0,19,0,19,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,117,86,55,,,,48,6,0,15,0,34,34,0,0,0,0,9,0,9,0,9,0,9,0,16,7,9,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,283,194,132,,,,95,90,0,43,2,100,48,1,0,1,0,10,0,10,0,10,0,10,0,35,1,34,0,APRIL,
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,170,116,79,,,,75,31,1,26,5,40,26,1,2,-1,2,4,0,4,0,4,0,4,0,20,4,16,4,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,131,77,59,,,,13,50,1,12,0,38,23,0,0,0,0,6,6,0,0,6,0,6,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,63,44,44,,,,44,44,0,11,0,18,12,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,46,30,28,,,,28,9,1,7,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,111,56,28,,,,0,28,0,10,0,15,6,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,172,105,30,,,,26,3,0,22,0,29,15,1,0,1,0,6,0,6,0,6,0,6,0,8,4,4,3,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,127,71,8,,,,0,3,1,12,0,27,10,0,0,0,0,2,1,1,1,2,0,2,0,5,6,-1,5,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,57,47,37,,,,19,34,0,11,0,13,14,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,122,83,53,,,,1,49,0,18,1,37,16,0,0,0,0,1,7,-6,7,1,0,1,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,82,47,20,,,,9,14,0,10,1,14,10,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,132,76,42,,,,3,39,0,22,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APRIL,
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,63,32,32,,,,31,31,0,8,0,8,1,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,APRIL,
